NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT03340675,Oral Ifetroban in Subjects With Duchenne Muscular Dystrophy,DMD,RECRUITING,"Duchenne muscular dystrophy (DMD) is a devastating X-linked disease which leads to loss of ambulation between ages 7 and 13, respiratory failure and cardiomyopathy (CM) at any age, and inevitably premature death of affected young men in their late twenties. DMD is the most common fatal genetic disorder diagnosed in childhood. It affects approximately 1 in every 3,500 live male births across all races and cultures, and results in 20,000 new cases each year worldwide.Significant advances in respiratory care have unmasked CM as the leading cause of death. As there are yet no specific cardiac treatments to extend life, the current study aims to address this unmet medical need using a new therapeutic strategy for patients with DMD.

Funding Source - FDA OOPD",False,"Duchenne Muscular Dystrophy Cardiomyopathy, Cardiomyopathy, Dilated","DRUG, DRUG","Ifetroban, Placebo",Incidence of Treatment-Emergent Adverse Events (safety & tolerability),"Pharmacokinetics Area under the curve, Pharmacokinetics maximum serum concentration (Cmax), Pharmacokinetics time to reach Cmax (Tmax) concentration, Pharmacokinetics plasma terminal half-life concentration, Change from baseline in left ventricular ejection fraction, Change from baseline in pulmonary function, Change from baseline in quality-of-life",Cumberland Pharmaceuticals,Vanderbilt University Medical Center,MALE,7 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE2,48,INDUSTRY,INTERVENTIONAL,TREATMENT,CPI-IFE-007,FD-R-6371,2020-10-19,2024-12-31,2024-12-31,2017-11-13,,2024-10-23,2024-12-10T07:22:19.264591
NCT02789059,Muscle Oxygenation in Effort in Neuromuscular Diseases,OXYNEMU,UNKNOWN,"Previous studies showed modifications of muscle oxygenation parameters in muscular dystrophies du to an impairment or an absence of dystrophin.

Our study aim at assessing muscle oxygenation during effort in different neuromuscular diseases (muscular dystrophies related and not related to dystrophin, non dystrophic myopathies and motor neuron diseases) compared to a group of healthy controls. Patients and controls are invited to perform an inframaximal , standardized effort of the knee extensors by the mean of an isokinetic dynamometer. Muscle oxygenation parameters are assessed through a Near Infrared Spectroscopy (NIRS) Device.

In patients affected by dystrophin related myopathies, a muscle biopsy will be performed in order to analyse mitochondrial oxygenation parameters and mitochondrial phenotype.

Our Hypothesis is that muscle oxygenation is impaired in dystrophin related muscular dystrophies compared to other neuromuscular diseases and healthy controls because of lack of muscle capillary vessels dilatation during effort and impairment of mitochondrial function.",False,Neuromuscular Diseases,OTHER,muscle oxygenation,"muscle oxygenation, Muscle oxygenation","maximal isokinetic strength of the knee extensors, Gas exchange, MFM score, 6 Minutes Walking Test (MWT), Vignos functional scales, Brooke functional scales, Medical Research Council Muscle testing, Mitochondrial phenotype, Mitochondrial H2O2 production, kinetic of Muscle oxygenation","University Hospital, Lille",,MALE,18 Years,70 Years,"ADULT, OLDER_ADULT",NA,170,OTHER,INTERVENTIONAL,DIAGNOSTIC,2013_29,2014-A01157-40,2015-07-02,2017-07,2017-07,2016-06-02,,2017-05-19,2024-12-10T07:22:19.264591
NCT03951675,The Burden of Access in Duchenne Muscular Dystrophy in the US,,COMPLETED,"This study is being conducted to determine if DMD patients / families and healthcare providers experience burdens related to access, and if so, to identify them, and to determine life impacts to the patient, if any, of these burdens. Data from healthcare providers will be collected by an online survey and from patients/families by one on one telephone interview.",False,Duchenne Muscular Dystrophy,,,Burden frequency by functional category,"Burden frequency by type of insurance, Life impact frequency by functional category, Life impact frequency by type of insurance",University of Florida,Engage Health Inc.,ALL,18 Years,99 Years,"ADULT, OLDER_ADULT",,57,OTHER,OBSERVATIONAL,,OCR21561,LHF0001,2019-06-18,2020-05-28,2020-05-28,2019-05-15,,2020-08-06,2024-12-10T07:22:19.264591
NCT02251600,A Pharmacokinetic Study of Oral Deflazacort in Children and Adolescent Subjects With Duchenne Muscular Dystrophy,,COMPLETED,Study to characterize the single-state and steady-state dosing of oral deflazacort in pediatric and adolescents subjects.,False,Duchenne Muscular Dystrophy,DRUG,Deflazacort,"The area under the plasma concentration time curve, from time 0 to the last measurable concentration non-zero, for single-state pharmacokinetics on Day 1 of deflazacort and 21-desacetyl-DFZ, the active metabolite, The area under the plasma concentration versus time curve over the final dosing interval for steady state pharmacokinetics on Day 8 of deflazacort and 21-desacetyl-DFZ, the active metabolite",Number of participants with adverse events as a measure of safety and tolerability,PTC Therapeutics,,MALE,4 Years,16 Years,CHILD,PHASE1,24,INDUSTRY,INTERVENTIONAL,BASIC_SCIENCE,MP-104-CL-005,,2014-12,2015-10,2015-10,2014-09-29,,2017-08-18,2024-12-10T07:22:19.264591
NCT03400852,A Study to Assess the Efficacy and Safety of MNK-1411 in Duchenne Muscular Dystrophy,BRAVE,TERMINATED,"This is a multicenter, double blind, placebo controlled, multiple dose study to examine the safety and efficacy of MNK-1411 in male subjects 4 to 8 years of age (inclusive) with Duchenne Muscular Dystrophy (DMD).",True,"Muscular Dystrophy, Duchenne","DRUG, OTHER","MNK-1411, Placebo",Time to Complete 10 Meter Walk/Run[,"North Star Ambulatory Assessment (NSAA) Score, Time to Climb 4 Standardized Stairs, Time to Stand From a Supine Position, Quantitative Muscle Testing Scores at Baseline, Quantitative Muscle Testing Scores at Week 24, Summary of Adverse Events in the Blinded Treatment Period, Summary of Adverse Events in the Open Label Period",Mallinckrodt ARD LLC,,MALE,4 Years,8 Years,CHILD,PHASE2,44,INDUSTRY,INTERVENTIONAL,TREATMENT,MNK14112096,2017-004139-35,2018-07-27,2020-02-25,2020-02-25,2018-01-17,2021-02-21,2021-03-16,2024-12-10T07:22:19.264591
NCT06579352,Expanded Access Study of UC-MSC in DMD Patients,,AVAILABLE,"The primary objective of this study is to provide UC-MSC treatment to patients with DMD.

Secondary objectives will be to further evaluate treatment-related adverse events as well as changes in DMD-related functional testing/assessments, blood laboratories, and inflammation related biomarker levels over time.",False,Duchenne Muscular Dystrophy,BIOLOGICAL,Human Umbilical Cord Mesenchymal Stem Cells (UC-MSC),,,MED Institute Inc.,Signature Biologics,MALE,5 Years,10 Years,CHILD,,,INDUSTRY,EXPANDED_ACCESS,,IND 16561 - Serial 0017,,,,,2024-08-30,,2024-08-30,2024-12-10T07:22:19.264591
NCT06093100,Wearable Technology to Evaluate Hyperglycemia and HRV in DMD - Longitudinal Aim,,RECRUITING,"Duchenne Muscular Dystrophy (DMD) is an X-linked disorder that causes muscle wasting, cardiopulmonary failure, and premature death. Heart failure is a leading cause of death in DMD, but substantial knowledge gaps exist regarding predisposing risk factors. In the general population, hyperglycemia, insulin resistance, and decreased heart rate variability (HRV; reflecting autonomic dysfunction) are associated with cardiomyopathy (CM). It is unclear whether these factors are associated with DMD-CM. Closing this knowledge gap may lead to novel screening and therapeutic strategies to delay progression of DMD related CM. Despite risk factors for hyperglycemia, including the use of glucocorticoids, low muscle mass, obesity, and reduced ambulation, little is known regarding glucose abnormalities in DMD. Some of these same risk factors, along with the distance needed to travel for specialty care, present significant barriers to research participation and clinical care for individuals with DMD. Remote wearable technology may improve research participation in this vulnerable population. Therefore, this study will leverage remote wearable technologies to overcome these barriers and define the relationship between dysglycemia and DMD-CM.

In this Aim of the study, the investigators will assess the utility of remote wearable technology to predict changes in traditional metrics of metabolism and cardiac function. In this pilot study, 10 individuals with DMD will undergo cardiac magnetic resonance imaging (CMR) and oral glucose tolerance tests (OGTTs) at baseline and two years. The investigators will remotely assess glycemia (using continuous glucose monitors), HRV (using extended Holter monitors), and activity (using accelerometers) every 6 months over the 2 years and evaluate if changes in wearable metrics predict changes in CMR and OGTT.",False,Duchenne Muscular Dystrophy,DEVICE,wearable technology,"Rate of hyperglycemia, Standard deviation of the mean R-to-R segment (SDANN)","Coefficient of variation on CGM, Rate of significant hyperglycemia, Activity level, Standard deviation of normal R to R intervals (SDNN), Late gadolinium enhancement (LGE), Left ventricular ejection fraction (LVEF), Insulin sensitivity",Vanderbilt University Medical Center,,MALE,10 Years,,"CHILD, ADULT, OLDER_ADULT",,10,OTHER,OBSERVATIONAL,,231407,,2024-07-10,2029-12,2030-12,2023-10-23,,2024-09-19,2024-12-10T07:22:19.264591
NCT01995032,L-citrulline and Metformin in Duchenne's Muscular Dystrophy,,COMPLETED,The purpose of the study is to show that the intake of L-citrulline and metformin improves muscle function and delay of progression in patients with Duchenne's muscular dystrophy.,False,Duchenne's Muscular Dystrophy (DMD),"DRUG, DRUG","750 mg metformin and 7.5 g L-citrulline daily p.o., Placebo",Mean change of motor function measure (MFM) D1 subscore (assessing standing and transfers),"Mean change of MFM total score, the D2, and D3 MFM subscores, Mean change of six minute walking distance (6MWD), Change of quantitative muscle MRI (Magnetic Resonance Imaging) including muscle fat content (MFC) and T2 times of thigh muscles, Change in the plasma/urine concentration for markers of muscle necrosis, oxidative stress, nitrosative stress, and change of microRNA (miRNA), Mean change of quantitative muscle force (QMT) of knee extension and elbow flexion using hand held dynamometry (HHD)","University Hospital, Basel, Switzerland",,ALL,78 Months,10 Years,CHILD,PHASE3,47,OTHER,INTERVENTIONAL,TREATMENT,DMD02,,2013-10,2015-10,2016-03,2013-11-26,,2018-04-19,2024-12-10T07:22:19.264591
NCT01712152,Myocardial Involvement in Carriers of Duchenne Muscular Dystrophy: An MRI-study,,COMPLETED,"Carriers of Duchenne muscular dystrophy (DMD) often have no severe symptoms of the scelet muscles, but they may develop a poor heart function due to the involvement of the heart muscle. Ultrasound of the heart is recommended, but it can detect a cardiac affection only after the heart has already become weaker. Cardiac magnetic resonance tomography can detect myocardial fibrosis already at preserved heart function and may facilitate early therapy. In our study, diagnosed carriers of DMD will undergo examinations of the heart by blood tests, EKG, heart ultrasound and magnetic resonance at enrollment and after one year in order to assess the extent of cardiac affection and its association with the clinical development.",False,Carrier of Duchenne Muscular Dystrophy,,,T1 mapping,left ventricular function,Hospital Rudolfstiftung,Oesterreichische Muskelforschung,FEMALE,18 Years,,"ADULT, OLDER_ADULT",,20,OTHER,OBSERVATIONAL,,EK 11-228- 0112,,2012-10,2014-04,2015-09,2012-10-23,,2016-10-04,2024-12-10T07:22:19.264591
NCT01557400,"Study of Ataluren for Previously Treated Participants With Nonsense Mutation Duchenne/Becker Muscular Dystrophy (nmDBMD) in Europe, Israel, Australia, and Canada",,COMPLETED,"Duchenne/Becker muscular dystrophy (DBMD) is a genetic disorder that develops in boys. It is caused by a mutation in the gene for dystrophin, a protein that is important for maintaining normal muscle structure and function. Loss of dystrophin causes muscle fragility that leads to weakness and loss of walking ability during childhood and teenage years. A specific type of mutation, called a nonsense (premature stop codon) mutation, is the cause of DBMD in approximately 10-15% of boys with the disease. Ataluren is an orally delivered, investigational drug that has the potential to overcome the effects of the nonsense mutation. This study comprises a Phase 3, open-label study of ataluren in participants with nmDBMD who previously received ataluren at an Investigator site in a prior PTC-sponsored clinical study. A separate open-label study (PTC124-GD-016-DMD; NCT01247207) is being conducted for nmDBMD participants who previously received ataluren at an Investigator site in the United States (US).",True,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Dystrophinopathy",DRUG,Ataluren,Number of Participants With Treatment Emergent Adverse Events (TEAEs),"Change From Baseline in 6MWD as Measured by the 6MWT, Change From Baseline in Physical Function as Measured by the NSAA, Change From Baseline in Time to Stand From Supine Position, Change From Baseline in Time to Walk/Run 10 Meters, Change From Baseline in Pulmonary Function as Measured by Spirometry, Change From Baseline in Participant and Parent/Caregiver-Reported ADL, as Measured by the EK Scale",PTC Therapeutics,,MALE,,,"CHILD, ADULT, OLDER_ADULT",PHASE3,94,INDUSTRY,INTERVENTIONAL,TREATMENT,PTC124-GD-019-DMD,,2012-05-20,2018-01-19,2018-01-19,2012-03-19,2020-11-25,2020-11-25,2024-12-10T07:22:19.264591
NCT01386515,The Role of Family Functioning in Promoting Adaptation in Siblings of Individuals With Duchenne Muscular Dystrophy (DMD),,TERMINATED,"Background:

We want to learn more about the relationship between the way families function and how children adapt to having a sibling with Duchenne muscular dystrophy (DMD). What we learn will help us design better interventions for families.

Objective:

* To learn more about how families with an individual with DMD function.
* To learn how siblings adapt in families with an individual with DMD.

Eligibility:

* One parent and one child, age 13-18, from a family where another child has DMD.
* The parent and the child must be able to read and write English.

Design:

* One parent from each family will complete a survey about how family members communicate and relate with each other. The parent will also answer questions about the behavior of the child without DMD. This survey will take you about 40 minutes to complete.
* One child from each family, either a boy or a girl, will also complete a survey. This survey asks about how he/she views him/herself. It also asks about how he/she interacts with peers and family members and how he/she behaves. The survey also asks how satisfied he/she is with how his/her family functions. This survey takes about 30 minutes to finish.",False,"Genetic Disease, Communication",,,"adaptation, behavior problems, self-concept, pro-social behavior",,National Human Genome Research Institute (NHGRI),,ALL,13 Years,,"CHILD, ADULT, OLDER_ADULT",,33,NIH,OBSERVATIONAL,,999911177,11-HG-N177,2011-06-07,,2016-01-07,2011-07-01,,2019-12-12,2024-12-10T07:22:19.264591
NCT01153932,Phase II Doubleblind Exploratory Study of GSK2402968 in Ambulant Subjects With Duchenne Muscular Dystrophy,,COMPLETED,The purpose of this study is to determine whether GSK2402968 given as a continuous dose and as an intermittent dose is effective and safe in the treatment of Duchenne muscular dystrophy.,False,Muscular Dystrophies,"DRUG, DRUG","GSK2402968, matched placebo",To assess the efficacy of 2 different dosing regimens of subcutaneous GSK2402968 administered over 24 weeks in ambulant subjects with DMD,"To assess the safety and tolerability of 2 different dosing regimens of subcutaneous GSK2402968 administered over 48 weeks in ambulant subjects, To assess the PK of 2 different dosing regimens of subcutaneous GSK2402968 administered over 48 weeks in ambulant subjects with DMD, To assess long term efficacy of 2 different dosing regimens of subcutaneous GSK2402968 administered over 48 weeks in ambulant subjects with DMD",GlaxoSmithKline,,MALE,5 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE2,53,INDUSTRY,INTERVENTIONAL,TREATMENT,114117,,2010-09,2012-03,2012-09,2010-06-30,,2014-08-25,2024-12-10T07:22:19.264591
NCT01197300,1 Year Open-label Extension to CZOL446H2337 Safety and Efficacy Trial of Zoledronic Acid Twice Yearly in Osteoporotic Children Treated With Glucocorticoids,,COMPLETED,This 1-year open-label extension to CZOL446H2337 is designed to evaluate the safety and efficacy of zoledronic acid twice yearly in osteoporotic children treated with glucocorticoids.,True,Osteoporosis,DRUG,Zoledronic acid,Long-term Safety of Zoledronic Acid for the Treatment of Osteoporotic Children Treated With Glucocorticoids.,"Mean Change From Baseline 1 (Visit 1 of the Core Study) in Lumbar Spine Bone Mineral Density (BMD) Z-score at Month 18 and 24 by Core Treatment Group., Mean Change From Baseline 1 (Visit 1 of the Core Study) in Lumbar Spine Bone Mineral Content (BMC) at Month 18 and 24 by Core Treatment Group., Mean Change From Baseline 1 (Visit 1 of the Core Study) in Total Body BMC at Month 18 and 24 by Core Treatment Group., Mean Change From Baseline 1 (Visit 1 of the Core Study) in Serum P1NP at Month 18 and 24 by Core Treatment Group., Mean Change From Baseline 1 (Visit 1 of the Core Study) in BSAP at Month 18 and 24 by Core Treatment Group., Mean Change From Baseline 1 (Visit 1 of the Core Study) in Serum NTX at Month 18 and 24 by Core Treatment Group., Mean Change From Baseline 1 (Visit 1 of the Core Study) in Serum TRAP-5b at Month 18 and 24 by Core Treatment Group., Number of Participants With New Vertebral Fractures During the 12 Month Extension Period by Core Treatment Group., Number of Participants With New Morphometric Vertebral Fractures During the 12 Month Extension Period by Core Treatment Group., Percentage of Patients With Reduction in Pain From Baseline 1 (Visit 1 of the Core Study) at Month 15, 18, 21 and 24 by Core Treatment Group., Mean Change From Baseline (Core and Extension) in 2nd Metacarpal Cortical Width at Month 24 by Core Treatment Group.",Novartis Pharmaceuticals,,ALL,5 Years,19 Years,"CHILD, ADULT",PHASE3,25,INDUSTRY,INTERVENTIONAL,TREATMENT,CZOL446H2337E1,2010-020399-41,2010-10-25,2019-02-27,2019-02-27,2010-09-09,2019-09-20,2019-09-20,2024-12-10T07:22:19.264591
NCT01422200,Flu Vaccine Study in Neuromuscular Patients 2011,,COMPLETED,"The purpose of the study is to compare the immune response of two different injection methods (Intramuscular V.S. Subcutaneous) of the 2011-2012 seasonal Influenza (Flu) vaccine among patients with neuromuscular conditions who have significant muscle degeneration. This research study hypothesizes that the subcutaneous route of vaccine administration, as compared to the intramuscular route, may confer at least comparable, or possibly better, immunogenicity. At least 30 individuals followed by the CCHMC Neuromuscular Comprehensive Care Center will be recruited to participate in this study lasting approximately one to two months with two clinic visits and one follow-up telephone call. Immunogenicity will be assessed by comparing hemagglutination inhibition (HI) antibody titers obtained pre- and post-vaccination.",True,"Duchenne Muscular Dystrophy, Spinal Muscular Atrophy, Congenital Muscular Dystrophy","BIOLOGICAL, BIOLOGICAL","2011-2012 seasonal flu vaccine Subcutaneous, 2011-2012 seasonal flu vaccine Intramuscular",Geometric Mean Titer Ratio for Each Vaccine Strain,,"Children's Hospital Medical Center, Cincinnati",,ALL,3 Years,35 Years,"CHILD, ADULT",PHASE4,22,OTHER,INTERVENTIONAL,PREVENTION,2010-2319,,2011-08,2011-12,2012-05,2011-08-23,2020-10-19,2020-10-19,2024-12-10T07:22:19.264591
NCT05982119,Assessments in Patients With Muscular Pathology and in Control Subjects : The ActiLiège Next Study,,RECRUITING,"The objective of the ActiLiège Next study is to collect longitudinal data from patients and control subjects using a wearable magneto-inertial device. By collecting natural history data in various neuromuscular disorders (Duchenne Muscular Dystrophy, Fascioscapulohumeral Muscular Dystrophy, Myotonic Dystrophy 1, Charcot-Marie-Tooth, Centronuclear Myopathy, Congenital Muscular Dystrophy), we aim to validate digital outcome measures to continuously assess motor function in real-life.",False,"Duchenne Muscular Dystrophy, Fascioscapulohumeral Muscular Dystrophy, Myotonic Dystrophy 1, Charcot-Marie-Tooth, Centronuclear Myopathy, Congenital Muscular Dystrophy",DEVICE,ActiMyo/Syde,"Stride velocity, Stride length, Stairs number, Stairs speed, Stairs height",,Laurent Servais,SYSNAV,ALL,1 Year,100 Years,"CHILD, ADULT, OLDER_ADULT",NA,300,OTHER,INTERVENTIONAL,BASIC_SCIENCE,ActiLiege Next,,2020-07-10,2026-03,2026-03,2023-08-08,,2024-05-30,2024-12-10T07:22:19.264591
NCT06574919,Clinical and Functional Assessment of Patients With Inherited Non-Duchenne Myopathies in Sohag University Hospital,,RECRUITING,"Muscular Myopathies are a heterogenous group of inherited muscular disorders characterized by progressive muscle weakness. Historically, these disorders are difficult to treat. In the last three decades, there is a great progress in molecular and genetic basis of these disorders; early diagnosis is achievable with proper clinical recognition and advanced genetic testing \[1\].

Duchenne Muscular Dystrophy (DMD) is a neuromuscular muscular X-linked recessive disorders that belong to a group of disorders known as dystrophinopathies. DMD is caused by mutations in the dystrophin gene that placed in the middle of short arm of X chromosome \[2\]. Mutation in this gene lead to absence of dystrophin or structural defects of this protein. The lack of functional dystrophin impairs the structure and function of myofibers which are essential for physiological growth of muscle tissue \[3\].

The non-dystrophic myopathies are a group of inherited myopathies defined by distinctive static histochemical and/or characteristic ultrastructural changes on muscle.

The nomenclature of dystrophic myopathies can be confusing as some of them are classified by age of onset of symptoms (e.g., congenital muscular dystrophies), whereas others are classified by distribution of weakness (e.g., limb-girdle muscular dystrophies, distal myopathies, facioscapulohumeral dystrophy, and oculopharyngeal muscular dystrophy), by characteristic clinical features (e.g., myotonic dystrophy), by the name of the causative gene (e.g., GNE-myopathy, dystrophinopathies), whereas others are named after the physician first describing the disease (i.e., Duchenne and Becker muscular dystrophy or Bethlem myopathy) or can be subdivided in an entirely different way (i.e., the subgroups of the limb-girdle muscular dystrophies which were named according to their mode of inheritance and order of publication) \]4\[ Several aspects need to be taken into account in order to establish a clinical diagnosis; these features include but are not limited to the severity of the muscular wasting, as well as its distribution, and the accompanying symptomology, biochemical, hematological, physical, and neurological investigations, electromyography, and muscle biopsy. Moreover, if the gene defect is established, diagnosis can also be confirmed by gene testing \]5\[

Muscle biopsy lacks of typical dystrophic features such as increased conjunctive endomysial tissue, necrosis, and regeneration and shows one or more characteristic histological features. Based in pathological descriptions, the main non-dystrophic myopathies were described during the last century, taking into account the age of onset and the structural or ultrastructural markers \[6\].

Certain genes, in particular those with large sizes (TTN, RYR1, NEB), may present with different clinical and histological phenotypes and therefore their related myopathies be classified within different groups \[7\].

It is useful to know that other genetic myopathies may mimic non-dystrophic myopathies. This is the case of certain metabolic and mitochondrial myopathies that may show very selective muscle weakness. The description of these disorders goes beyond the scope of this chapter. However, it may be useful to take into account at least three examples, Pompe disease, the glycogen storage disorder type II (GSD II), and TK2-related mitochondrial DNA depletion myopathy, because they may present as congenital or later-onset non-dystrophic myopathies, may show particular muscle imaging abnormalities, and may be treatable \[8; 9\].

Understanding the clinical and molecular characteristics of non-DMD is crucial for several reasons. First, accurate diagnosis is essential for proper genetic counseling and family planning. Second, identification of the specific genetic mutation allows for the potential development of targeted therapies in the future. Finally, characterization of the clinical course of different non-DMD can guide treatment decisions and improve patient outcomes.",False,Inherited Non-Duchenne Myopathies,,,Clinical and Functional Assessment of patients with Inherited Non-Duchenne Myopathies in Sohag University Hospital,,Sohag University,,ALL,2 Years,18 Years,"CHILD, ADULT",,30,OTHER,OBSERVATIONAL,,Soh-Med-24-07-15MS,,2024-08-01,2025-08-01,2025-08-01,2024-08-28,,2024-08-28,2024-12-10T07:22:19.264591
NCT04281485,Study to Evaluate the Safety and Efficacy of PF-06939926 for the Treatment of Duchenne Muscular Dystrophy,,ACTIVE_NOT_RECRUITING,"The study will evaluate the safety and efficacy of gene therapy in boys with DMD. It is a randomized, double-blind, placebo-controlled study with two thirds of participants assigned to gene therapy. The one third of participants who are randomized to the placebo arm will have an opportunity for treatment with gene therapy at the beginning of the second year.",False,Duchenne Muscular Dystrophy,"GENETIC, OTHER, OTHER, GENETIC","PF-06939926, Placebo, Placebo, PF-06939926",Change from Baseline in North Star Ambulatory Assessment (NSAA),"Change from Baseline in mini-dystrophin expression level in muscle, Change from Baseline in distribution of mini-dystrophin expression in the muscle, Change from Baseline in serum creatine kinase (CK), Number of skills gained based on the individual items of the NSAA., Number of skills improved or maintained based on the individual items of the NSAA, Change from Baseline in the 10-meter run/walk test velocity, Change from Baseline in the rise from floor velocity, Change from Baseline in the Modified Pediatric Outcomes Data Collection Instrument (PODCI): Transfer and Basic Mobility Core Scale, Change from Baseline in the Modified Pediatric Outcomes Data Collection Instrucment (PODCI): Sports and Physical Functioning Core Scale",Pfizer,,MALE,4 Years,7 Years,CHILD,PHASE3,122,INDUSTRY,INTERVENTIONAL,TREATMENT,C3391003,2023-508510-42-00,2020-11-05,2024-05-15,2029-04-19,2020-02-24,,2024-09-19,2024-12-10T07:22:19.264591
NCT03433807,Expanded Access Program for Idebenone in Participants With Duchenne Muscular Dystrophy (DMD),,NO_LONGER_AVAILABLE,The primary objective of this Expanded Access Program is to provide idebenone as a treatment for eligible participants with Duchenne Muscular Dystrophy before it is commercially available in the United States (U.S.) for the indication of DMD.,False,Duchenne Muscular Dystrophy,DRUG,Idebenone,,,Santhera Pharmaceuticals,,ALL,8 Years,,"CHILD, ADULT, OLDER_ADULT",,,INDUSTRY,EXPANDED_ACCESS,,SNT-EAP-002,,,,,2018-02-15,,2023-04-21,2024-12-10T07:22:19.264591
NCT04529707,Sleep Intervention in Young Boys With Duchenne Muscular Dystrophy,DMD,RECRUITING,"This project will systematically plan and evaluate the implementation of the Transdiagnostic Sleep and Circadian Intervention for youth (TranS-CY). As an early stage study, investigators will focus on recruitment strategies to reach the target population and collection of preliminary data on primary and secondary effects of the TranS-CY. Weekly remote (video web conferencing) parent training sessions will allow investigators to explore adoption through parent adherence and examine whether the essential elements of the TranS-CY intervention (e.g., motivational interviewing, goal setting, problem solving, sleep routine scheduling, monitoring) can be consistently taught by clinicians and implemented by parents into the home setting.",False,Duchenne Muscular Dystrophy,BEHAVIORAL,Transdiagnostic Behavioral Sleep Intervention,Parent Mastery Questionnaire,"Child intradaily variability from Actigraphy, Child relative amplitude from Actigraph",University of Pittsburgh,,ALL,6 Years,18 Years,"CHILD, ADULT",NA,100,OTHER,INTERVENTIONAL,TREATMENT,STUDY20030019,,2021-02-17,2025-12-31,2026-08-31,2020-08-28,,2024-03-05,2024-12-10T07:22:19.264591
NCT03796637,A Study to Assess Dystrophin Levels in Participants With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD) Who Have Been Treated With Ataluren,,COMPLETED,"This study is designed to generate additional data on the effect of ataluren for producing dystrophin protein in nonsense mutation nmDMD participants. This study will evaluate dystrophin levels from participants with nmDMD who currently have been receiving ataluren for ≥9 months.

The study will have a single visit (Visit 1).",True,Duchenne Muscular Dystrophy,DRUG,Ataluren,Mean Dystrophin Levels as Measured by Electrochemiluminescence (ECL),Dystrophin Protein Levels as Determined by Immunohistochemistry,PTC Therapeutics,,MALE,,,"CHILD, ADULT, OLDER_ADULT",PHASE2,6,INDUSTRY,INTERVENTIONAL,OTHER,PTC124-GD-046-DMD,2019-001691-11,2019-04-11,2019-06-03,2019-06-03,2019-01-08,2022-04-05,2022-04-05,2024-12-10T07:22:19.264591
NCT06366815,phenotypeS in Non Ambulant Duchenne Muscular Dystrophy,GUP21003,RECRUITING,"The aims of the study are to prospectively collect information on several aspects of function in non-ambulant DMD patients by using a structured battery of tests including motor, respiratory and cardiac function",False,"Duchenne Muscular Dystrophy, Natural History, Motor Function; Retardation",OTHER,Different Phenotypes of non ambulant patients with Duchenne Muscular Dystrophy,"motor function, respiratory function, cardiac function",identify patterns of severity and of progression related to differnt genotypes,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,MALE,8 Years,35 Years,"CHILD, ADULT",,250,OTHER,OBSERVATIONAL,,4619,,2022-08-30,2024-09-30,2025-12-30,2024-04-16,,2024-10-04,2024-12-10T07:22:19.264591
NCT02432885,Myocardial Fibrosis Progression in Duchenne and Becker Muscular Dystrophy - ACE Inhibitor Therapy Trial,,COMPLETED,"This trial intends to evaluate myocardial Fibrosis progression in Duchenne and Becker Muscular Dystrophy, as well the influence of ACE inhibitors in fibrosis progression. Additionally, this study aims to determine genetic predictors of cardiac involvement in these dystrophies.",False,"Myocardial Fibrosis, Muscular Dystrophies",DRUG,Enalapril,Quantitative Myocardial Fibrosis by CMR in patients with and without ACE inhibitor therapy,Specific genetic mutations as predictors of cardiac involvement,InCor Heart Institute,"Federal University of Minas Gerais, University of Sao Paulo",ALL,6 Years,,"CHILD, ADULT, OLDER_ADULT",PHASE3,76,OTHER,INTERVENTIONAL,TREATMENT,1095/08,,2009-06,2012-06,2013-06,2015-05-04,,2015-05-04,2024-12-10T07:22:19.264591
