NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,MinimumAgeMonths,MaximumAgeMonths,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT04237701,Real-Time Monitoring of Heart Failure Across the Yale New Haven Health System,Yale-HF,Recruiting,The Yale HF Registry is a live EHR based registry that allows for retrospective and real-time monitoring of Heart Failure case across the Yale New Haven Health System.,False,"Heart Failure, Heart Failure With Reduced Ejection Fraction, Heart Failure With Preserved Ejection Fraction, Heart Failure NYHA Class IV",,,"Number of participants hospitalized for heart failure, Doses of therapies that comprise guideline directed medical therapy",,Yale University,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,40000,Other,Observational,,2000026771,No NIH funding,2019-10-01,2030-12-30,2030-12-30,2020-01-23,,2025-03-04,2025-07-22T14:56:11.992789
NCT01185067,Physiological Effects of Grape Seed Extract in Diastolic Heart Failure,GRAPEVINE-HF,Completed,"Diastolic heart failure (also known as ""heart failure with normal ejection fraction"" or ""heart failure with preserved ejection fraction"") occurs even though the heart muscle's pumping function is normal. In many cases diastolic heart failure is related to stiffening of the heart and blood vessels in people who have high blood pressure. Current guidelines suggest that patients should limit the salt content of their diet, as too much salty food can cause fluid retention and other problems in diastolic heart failure. Studies in animals with diastolic heart failure suggest that antioxidant chemicals found in grapes can block some of the harmful effects of salty diets. Because it is often difficult for patients with diastolic heart failure to maintain a low salt diet, the investigators are researching the effects of the antioxidant properties of grape seed extract, a natural supplement made from grape seeds. The investigators hypothesize that supplementing the diet with grape seed extract (GSE) can decrease the levels of harmful chemicals and improve heart and blood vessel function in patients with diastolic heart failure and a history of high blood pressure.

The University of Michigan research group plans to enroll 25 patients with a history of high blood pressure and diastolic heart failure in a research study. The study will assess the effects of GSE on hormones and other chemicals that can cause heart and blood vessel damage. The investigators will also study the effects of GSE on the ability of the blood vessels and heart muscles to relax at the proper time and speed. Finally, the investigators will observe how GSE affects participants' overall ability to exercise, quality of life, and blood pressure control. Study participants will be randomly assigned to take either GSE or placebo (looks like but does not contain GSE) capsules twice a day for six weeks. After a two-week break, all subjects will cross over to the opposite group of capsules for an additional six-week period. At the start of the study and at the end of each six-week time period study participants will have non-invasive heart and blood vessel testing, blood work and urine tests, and blood pressure monitoring.",False,"Diastolic Heart Failure, Hypertensive Heart Disease, Heart Failure With Preserved Ejection Fraction, Hypertension, Oxidative Stress",Drug,"grape seed extract (MegaNatural BP, Polyphenolics, Inc.)","Brachial artery flow-mediated dilation (FMD), Brachial artery flow-mediated dilation (FMD)","24-hour blood pressure, EndoPAT arterial endothelial function, Carotid-femoral pulse wave velocity, Maximal exercise capacity and oxygen consumption, Resting and post-exercise ventricular systolic and diastolic function, Urinary 8-isoprostanes, Heart failure related quality of life, 24-hour blood pressure, EndoPAT arterial endothelial function, Carotid-femoral pulse wave velocity, Maximal exercise capacity and oxygen consumption, Resting and post-exercise ventricular systolic and diastolic function, Urinary 8-isoprostanes, Heart failure related quality of life",University of Michigan,,All,50 Years,,600.0,0.0,"Adult, Older Adult",Phase1,15,Other,Interventional,Treatment,HUM00029626,,2010-10-01,2013-11-04,2014-02-24,2010-08-19,,2017-06-06,2025-07-22T14:56:11.992789
NCT04766892,A Study of Mavacamten in Participants With HFpEF and Elevation of NT-proBNP With or Without Elevation of cTnT,EMBARK-HFpEF,Completed,"This is a Phase 2a proof-of-concept study to assess safety, tolerability, and preliminary efficacy of mavacamten treatment on biomarker levels in participants with heart failure with preserved ejection fraction (HFpEF) and elevation of NT-proBNP with or without elevation of cTnT. Data from this study will inform future study designs of mavacamten in patients with HFpEF.",True,Heart Failure With Preserved Ejection Fraction,Drug,mavacamten,"Number of Participants With Treatment-Emergent Adverse Events (TEAEs), Number of Participants With Adverse Events of Special Interest (AESIs), Number of Participants With Treatment-Emergent Serious Adverse Events (TESAEs), Number of Participants With Laboratory Abnormalities Reported as Treatment-Emergent Adverse Events (TEAEs), Number of Participants With Abnormal Vital Signs Reported as Treatment-Emergent Adverse Events (TEAEs), Number of Participants With Cardiac Rhythm Abnormalities Reported as Treatment-Emergent Adverse Events (TEAEs), Ratio to Baseline at Week 26 in Resting N-Terminal Pro B-Type Natriuretic Peptide (NT-proBNP) Levels, Ratio to Baseline at Week 26 in Resting High Sensitivity Cardiac Troponin T (Hs-cTnT) Levels Assessed by High-Sensitivity Assay",,Bristol-Myers Squibb,,All,50 Years,,600.0,0.0,"Adult, Older Adult",Phase2,30,Industry,Interventional,Treatment,CV027-005,,2021-03-30,2024-02-26,2024-02-26,2021-02-23,2025-03-20,2025-03-20,2025-07-22T14:56:11.992789
NCT06510231,Inspiratory Muscle Training in HFpEF,,Recruiting,This study is being done to determine how inspiratory muscle training impacts inspiratory muscle function during exercise in heart failure patients.,False,Heart Failure,Other,Inspiratory Muscle Training,Change in inspiratory muscle blood flow demand,"Change in locomotor muscle blood flow, Change in exercise tolerance",Mayo Clinic,"National Heart, Lung, and Blood Institute (NHLBI)",All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,68,Other,Interventional,Other,24-003293,1R01HL175086-01,2024-10-09,2028-04-01,2028-04-01,2024-07-19,,2024-10-15,2025-07-22T14:56:11.992789
NCT06217120,Reversing Microvascular Dysfunction in Heart Failure With Preserved Ejection Fraction,COL-Micro-HF,Not Yet Recruiting,"This study will evaluate the impact of colchicine on the change in coronary flow reserve (CFR), a marker for coronary microvascular dysfunction (CMD), compared to placebo in patients with heart failure and ejection fraction above 40% (including patients with improved EF).",False,"Heart Failure With Preserved Ejection Fraction, Microvascular Coronary Artery Disease","Drug, Drug","Colchicine, Placebo",Change in coronary flow reserve (CFR) between baseline and six months,,Montreal Heart Institute,,All,40 Years,,480.0,0.0,"Adult, Older Adult","Phase2, Phase3",60,Other,Interventional,Treatment,ICM 2024-3370,,2024-03-01,2025-10-01,2026-03-01,2024-01-22,,2024-01-25,2025-07-22T14:56:11.992789
NCT05136820,"Flow Regulation by Opening the SepTum in Patients With Heart Failure; a Prospective, Randomized, Sham-controlled, Double-blind, Global Multicenter Study",FROST-HF,Active Not Recruiting,"The purpose of this clinical study is to assess the safety and effectiveness of the Atrial Flow Regulator in the treatment of subjects, 18 years of age or older, who have symptomatic heart failure with preserved ejection fraction (HFpEF) or heart failure with reduced ejection fraction (HFrEF) while on stable guideline directed medical therapy (GDMT) as outlined in the Guidelines for the Management of Heart Failure.",False,"Heart Failure With Preserved Ejection Fraction (HFpEF), Heart Failure With Reduced Ejection Fraction (HFrEF)","Device, Device","Atrial Flow Regulator, Sham Comparator","Primary Safety Endpoint for Major Adverse Cardiovascular and Neurologic Events (MACNE) within 12 months, Composite Primary Efficacy Endpoint - Frequency of Cardiovascular Mortality, Composite Primary Efficacy Endpoint - Frequency of heart transplant or Left Ventricular Assist Device (LVAD), Composite Primary Efficacy Endpoint - Total rate of Heart Failure Hospitalizations, Composite Primary Efficacy Endpoint - Total rate of Heart Failure Treatment Intensification, Composite Primary Efficacy Endpoint - KCCQ Score","Clinical performance - change from baseline in NYHA Classification, Clinical performance - change from baseline using KCCQ, Clinical performance - change from baseline using EQ-5D, Clinical performance - change from baseline using the 6 Minute Walk Test (MWT), Components of the primary efficacy endpoint (cardiovascular mortality, heart failure hospitalization rate, heart transplant or LVAD placement)., Components of Device Performance- Device placed in-situ as assessed by Investigator, Components of Device Performance - Patency: Evidence of left to right shunt through AFR device, Components of Device Performance- Implant embolization and clinically significant device migration",Occlutech International AB,,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,698,Industry,Interventional,Treatment,G210281,,2023-03-09,2026-02-01,2029-02-01,2021-11-29,,2023-10-26,2025-07-22T14:56:11.992789
NCT05731466,Exercise Right Ventricular Coupling in HFpEF,ENDURE,Recruiting,"The investigators aim to evaluate the feasibility and prognostic value of right ventricular-arterial coupling (RVAC) during exercise in patients with HFpEF-PH using a hybrid technique of real-time CMRderived volume measures and CardioMEMS-derived pulmonary artery pressure measurements.

The investigators will determine:

1. Whether exercise RV-arterial coupling at baseline (assessed using hybrid CMRCardioMEMS) predicts development or worsening of exercise RV-arterial uncoupling during follow-up in HFpEF-PH patients.
2. If HFpEF-PH patients developing RV dysfunction have a particular PAP pattern as assessed remotely using the CardioMEMS system. The investigators will determine differential characteristics in CardioMEMS pressure patterns in those developing RV dysfunction versus those who do not develop RV dysfunction, both at rest and during exercise. Hence, HFpEF-PH patients developing RV dysfunction may harbor a plateau of pulmonary artery pressures (as a reflection of RV-arterial uncoupling) despite clinical worsening.
3. Whether extraction of raw pressure data obtained by the CardioMEMS system is feasible and enables post-processing using machine learning methods (artificial intelligence) for deep phenotyping of patients (in addition to clinical evaluation of pressure waveforms).

The investigators aim to evaluate the effect of SGLT-2 inhibitors on RV-arterial coupling in patients with HFpEF-PH. In case a patient is not using an SGLT-2 inhibitor, the investigators will prescribe this after baseline testing, since SGLT-2 inhibitors are clinically indicated in these patients.",False,"Heart Failure With Preserved Ejection Fraction, Pulmonary Hypertension",Device,CardioMems HF System,Right ventricular-arterial coupling (RVAC),"VO2max (mL/kg/min), Right heart failure hospitalisation, SGLT-2",Universitaire Ziekenhuizen KU Leuven,Abbott,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,30,Other,Interventional,Diagnostic,ENDURE,,2021-10-13,2024-10-13,2025-12-31,2023-02-16,,2023-02-16,2025-07-22T14:56:11.992789
NCT01288365,The Impact of Exercise Training on Functional Capacity in Heart Failure,,Unknown,The purpose of this study is to determine whether exercise training will improve functional capacity in patients with heart failure and preserved ejection fraction.,False,Heart Failure With Preserved Ejection Fraction,Behavioral,Exercise training,Change from baseline of peak oxygen uptake on graded exercise.,"Change from baseline of six minute walk, Change from baseline of NYHA class",Meir Medical Center,"Clalit Health Services, Hadassah Medical Organization",All,40 Years,80 Years,480.0,960.0,"Adult, Older Adult",Na,80,Other,Interventional,Treatment,MeirMc K015/2011,,2011-03-01,2012-12-01,2013-06-01,2011-02-02,,2012-03-19,2025-07-22T14:56:11.992789
NCT03960073,Chronic Kidney Disease and Heart Failure With Preserved Ejection Fraction: The Role of Mitochondrial Dysfunction,,Completed,The purpose of this study is to investigate the role of mitochondrial derived oxidative stress on exercise capacity and arterial hemodynamics in HFpEF patients with and without chronic kidney disease.,False,"Renal Insufficiency, Chronic, Heart Failure With Preserved Ejection Fraction","Dietary Supplement, Dietary Supplement","MitoQ, Placebo",Exercise Capacity,"Reflected Pulse Wave Amplitude, Forward Pulse Wave Amplitude, Mitochondrial Respiration",Virginia Commonwealth University,,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,25,Other,Interventional,Other,HM20015440,,2019-07-31,2022-09-30,2022-09-30,2019-05-22,,2022-12-19,2025-07-22T14:56:11.992789
NCT05332873,Rivet PVS Therapy in Group 2 PH-HFpEF Canada,,Withdrawn,"This clinical investigation is a prospective, multicenter, non-randomized, open-label, Early Feasibility Study to evaluate the safety, performance, and initial clinical efficacy of the Rivet PVS therapy in patients with symptomatic pulmonary hypertension.",False,"Heart Failure, Pulmonary Hypertension",Device,Rivet Shunt,"Rate of Major Adverse Events, Rate of Technical Success of the Rivet Shunt Implantation Procedure","Adverse Events through 12 months, Change in Hemodynamics at 12 months - PCWP, Change in Kansas City Cardiomyopathy Questionnaire, Change in RV Chamber Size at 12 months - Diameter",NXT Biomedical,,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,0,Industry,Interventional,Treatment,CIP-A-21-0001-CAN,,2023-10-01,2024-05-01,2025-05-01,2022-04-18,,2024-06-03,2025-07-22T14:56:11.992789
NCT04065620,Ambulatory Blood Pressure in HFPEF Outcomes Global Registry,HFPEFGlobal,Unknown,"Heart failure and preserved ejection fraction (HFPEF) is a disease with increasing prevalence world wide. Due to its etiological and prognostic relationship with hypertension, it is highly interesting to know the characteristics and influence of Blood pressure levels and of the hemodynamic biomarkers, measured by Ambulatory Blood Pressure measurement in the outcome of patients with (HF-PEF), defined by the risk of cardiovascular morbidity and mortality (hospital re-admissions, emergency room visits, functional decline and mortality). The investigators consider other factors such as Frailty, comorbidities, and the baseline functional capacity to asses the prognostic value.",False,"Heart Failure With Preserved Ejection Fraction, Arterial Hypertension, Frailty Syndrome, Comorbidities and Coexisting Conditions",Diagnostic Test,ambulatory blood pressure measurement,Morbimortality,"Readmission, CV mortality, Functional decline, Cognitive decline, Frailty",Hospital Clinic of Barcelona,,All,18 Years,110 Years,216.0,1320.0,"Adult, Older Adult",,5000,Other,Observational,,MDIUB201901,,2020-03-01,2022-12-01,2023-12-01,2019-08-22,,2021-02-25,2025-07-22T14:56:11.992789
NCT00286182,Anemia in Heart Failure With a Preserved Ejection Fraction (HFPEF),,Completed,"The purpose of this study is to determine if treating anemia with subcutaneous erythropoetin in patients with heart failure and a preserved ejection fraction (HFPEF) will be associated with reverse ventricular remodeling, significant improvements in exercise capacity, and improved health status, as compared with placebo.",True,Anemia,"Drug, Drug","Erythropoietin alpha, Placebo",Change in Left Ventricular End-diastolic Volume,,Mathew S. Maurer,National Institute on Aging (NIA),All,55 Years,,660.0,0.0,"Adult, Older Adult",Phase2,56,Other,Interventional,Treatment,AAAB3037,R01AG027518-01,2007-07-01,2012-11-01,2012-11-01,2006-02-03,2016-06-10,2017-03-10,2025-07-22T14:56:11.992789
NCT06937320,Chronic Exogenous Ketosis in HFpEF,,Not Yet Recruiting,"The goal of this clinical research study is to test what effects a ketone drink will have in people with heart failure with preserved ejection fraction (HFpEF), including on exercise and heart function. Patients with HFpEF often have difficulty exercising, and our goal is to understand whether a ketone drink changes much patients can exercise. The study has three visits, including a baseline visit to assess for study eligibility, and two visits (one after 8 weeks of a ketone drink or a placebo drink, and another one after 8 weeks of whichever drink the participant did not receive the first time).",False,"Heart Failure With Preserved Ejection Fraction (HFPEF), Heart Failure With Normal Ejection Fraction, Heart Failure, Diastolic","Dietary Supplement, Dietary Supplement","Exogenous Ketone Drink, Placebo",Maximal exercise capacity,"Respiratory exchange ratio, Vasodilatory reserve, Left atrial volume index, Resting E/e', Heart failure-related health status, NT-proBNP",Duke University,,All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase2,20,Other,Interventional,Treatment,Pro00117625,,2025-06-01,2027-06-01,2027-06-01,2025-04-22,,2025-05-31,2025-07-22T14:56:11.992789
NCT03041376,Pedometer-Based Walking Intervention in Patients With Chronic Heart Failure With Preserved Ejection Fraction,,Unknown,"A multicenter randomized controlled trial, with follow-up at 6 and 12 months. Physically inactive participants with chronic heart failure with preserved or mid-range ejection fraction will be randomly assigned to intervention or control arms.

The six-month intervention will consist of an individualized pedometer-based walking program with weekly step goals, monthly face-to-face sessions with the physician, and monthly telephone calls with the research nurse. The intervention will be based on effective behavioral principles (goal setting, self-monitoring, personalized feedback).

The primary outcome is the change in 6-minute walk distance at 6 months. Secondary outcomes include changes in serum biomarkers levels, pulmonary congestion assessed by ultrasound, average daily step count measured by accelerometry, anthropometric measures, symptoms of depression, health-related quality of life, self-efficacy, and MAGGIC Risk Score.",False,Diastolic Heart Failure,Behavioral,Walking intervention,functional capacity,"functional capacity, NT-proBNP, hsCRP, pulmonary congestion, physical activity, depression, health-related quality of life, self-efficacy, body mass index, waist circumference, hip circumference, Meta-Analysis Global Group in Chronic Heart Failure (MAGGIC) Risk Score","Charles University, Czech Republic","General University Hospital, Prague, Brno University Hospital, University Hospital Olomouc, University Hospital Hradec Kralove, Tomas Bata Hospital, Czech Republic",All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,200,Other,Interventional,Prevention,Walking in HFpEF,,2017-04-11,2019-06-30,2020-01-31,2017-02-02,,2018-05-17,2025-07-22T14:56:11.992789
NCT03195660,Adherence to ASV Therapy in Heart Failure With Preserved Ejection Fraction Feasibility Study,CAT-PEF,Terminated,This study is designed to demonstrate feasibility of study conduct and that acceptable adherence to adaptive servo-ventilation (ASV) therapy can be achieved in recently hospitalized HFpEF patients with moderate to severe sleep apnea. All subjects meeting the criteria will receive ASV therapy.,True,"Heart Failure With Normal Ejection Fraction, Sleep Apnea",Device,ASV Therapy,ASV Adherence,"KCCQ-12, Hospitalizations, Death",ResMed,,All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,6,Industry,Interventional,Treatment,MA-16-12-01,,2017-06-26,2017-11-15,2017-11-15,2017-06-22,2021-05-14,2021-05-14,2025-07-22T14:56:11.992789
NCT04632160,Extended IASD Investigation: REDUCE LAP-HF IV,,Withdrawn,"Multicenter, Prospective, Open Label, Single Arm, Clinical Trial.

The primary objective of this clinical trial is to further evaluate the safety and clinical efficacy of the IASD System II in symptomatic heart failure patients with an left ventricular ejection fraction (LVEF) ≥ 40%, and elevated left sided filling pressures despite standard Guideline Directed Medical Therapy (GDMT); and to compare the safety and efficacy results to those from the treatment arm of the REDUCE LAP-HF Randomized Trial II (Corvia protocol 1601).",False,"Heart Failure With Preserved Ejection Fraction, Heart Failure With Mid Range Ejection Fraction",Device,IASD System II,"Incidence of and time-to-cardiovascular mortality or first non-fatal, ischemic stroke through 12 months, Total rate (first plus recurrent) per patient year of heart failure (HF) admissions or healthcare facility visits for IV diuresis for HF up to 24 months, analyzed when the last subject completes 12 month follow-up, and time-to-first HF event, Change in baseline Kansas City Cardiomyopathy Questionnaire (KCCQ) total summary score at 12 months","Cardiovascular mortality through 12 months, Non-fatal, ischemic stroke through 12 months, New onset or worsening of kidney dysfunction (defined as eGFR decrease of > 20 ml/min/1.73 m2) through 12 months, Incidence of Major Cardiac Events i. Cardiac death ii. Myocardial infarction iii. Cardiac tamponade iv. Emergency cardiac surgery., Thrombo-embolic complications (TIA, systemic embolization) through 12 months, ≥30% increase in right ventricular size/decrease in TAPSE through 12 months, Newly acquired persistent or permanent AF or atrial flutter through 12 months, Total rate per patient year of heart failure admissions or healthcare facility visits for IV diuresis or visits with intensification of oral diuresis for HF through 24 months, analyzed when the last subject completes 12 months follow-up, Change in New York Heart Association (NYHA) functional Class between baseline and 12 months, Change in Kansas City Cardiomyopathy Questionnaire (KCCQ) score between baseline and 12 months, categorized as ≤0, >0 - 5, >5 - 10, >10 - 15, >15 - 20, >20 - 25, >25.",Corvia Medical,,All,40 Years,,480.0,0.0,"Adult, Older Adult",Na,0,Industry,Interventional,Treatment,2001,,2021-12-01,2022-01-01,2027-01-01,2020-11-17,,2021-08-02,2025-07-22T14:56:11.992789
NCT05128331,"sPERMIdine supplemenTation on Metabolic, Neuronal and Cardiovascular Response to Exercise TRAINING",PERMIT_EX,Unknown,"This study explores whether spermidine supplementation improves the metabolic, neurological-cognitive and cardiovascular response to structured exercise training in patients with heart failure with preserved ejection fraction. The investigators aim to show that a faster adaptation to exercise may improve long term adherence to a more active lifestyle.",False,"Heart Failure, Diastolic","Dietary Supplement, Dietary Supplement","spermidineLife, Placebo",Cardiorespiratory exercise capacity,"Diastolic function, Microvascular function",University Medicine Greifswald,,All,50 Years,100 Years,600.0,1200.0,"Adult, Older Adult",Na,30,Other,Interventional,Treatment,PERMIT-HGW-DZHK40,,2021-08-11,2023-12-31,2023-12-31,2021-11-22,,2022-05-25,2025-07-22T14:56:11.992789
